target,model_name,measure,value
cada,linear_model,r2_score,0.20019750352869747
cada,linear_model,spearmans,0.31036720821481123
cada,linear_model,kendall,0.22094813827352072
cada,ridge,r2_score,0.19598193616978288
cada,ridge,spearmans,0.3078855797189964
cada,ridge,kendall,0.21917479623084618
cada,random_forest,r2_score,0.26277723257164687
cada,random_forest,spearmans,0.2817267695601578
cada,random_forest,kendall,0.202010994763263
cada,xgboost,r2_score,0.2628374263383292
cada,xgboost,spearmans,0.34031041591053146
cada,xgboost,kendall,0.2467758487827978
cada,lightgbm,r2_score,0.30469823240967087
cada,lightgbm,spearmans,0.31900320574345453
cada,lightgbm,kendall,0.22857374269892405
edge_contr,linear_model,r2_score,0.21544885567459204
edge_contr,linear_model,spearmans,0.3415711387888112
edge_contr,linear_model,kendall,0.24443617638899517
edge_contr,ridge,r2_score,0.2112460491208633
edge_contr,ridge,spearmans,0.33507879017673087
edge_contr,ridge,kendall,0.23969087261251412
edge_contr,random_forest,r2_score,0.2634862427057437
edge_contr,random_forest,spearmans,0.3586572822090325
edge_contr,random_forest,kendall,0.26052329819130354
edge_contr,xgboost,r2_score,0.2845245584982795
edge_contr,xgboost,spearmans,0.3669380291323689
edge_contr,xgboost,kendall,0.2660648404784383
edge_contr,lightgbm,r2_score,0.28954824065093665
edge_contr,lightgbm,spearmans,0.38011529786685744
edge_contr,lightgbm,kendall,0.2755035250894682
in_mod_deg,linear_model,r2_score,0.9059360776724298
in_mod_deg,linear_model,spearmans,0.7696143899465789
in_mod_deg,linear_model,kendall,0.5954824702651899
in_mod_deg,ridge,r2_score,0.8357475652010713
in_mod_deg,ridge,spearmans,0.7595642035292463
in_mod_deg,ridge,kendall,0.5812000268130348
in_mod_deg,random_forest,r2_score,0.9417097608149598
in_mod_deg,random_forest,spearmans,0.8563046362385851
in_mod_deg,random_forest,kendall,0.6997149263373281
in_mod_deg,xgboost,r2_score,0.9253742919318682
in_mod_deg,xgboost,spearmans,0.878735139401627
in_mod_deg,xgboost,kendall,0.7261073425616421
in_mod_deg,lightgbm,r2_score,0.9044875131560091
in_mod_deg,lightgbm,spearmans,0.8383679190771257
in_mod_deg,lightgbm,kendall,0.676082543690174
participation,linear_model,r2_score,0.22642670658844233
participation,linear_model,spearmans,0.4249955725212745
participation,linear_model,kendall,0.3014777072155105
participation,ridge,r2_score,0.22396257881575188
participation,ridge,spearmans,0.4217196269614317
participation,ridge,kendall,0.29842554584357933
participation,random_forest,r2_score,0.2632740871247846
participation,random_forest,spearmans,0.4525003598058924
participation,random_forest,kendall,0.3237056918278975
participation,xgboost,r2_score,0.27973856997852153
participation,xgboost,spearmans,0.4624562308432884
participation,xgboost,kendall,0.33252523859123134
participation,lightgbm,r2_score,0.3044213308340671
participation,lightgbm,spearmans,0.4897734873269066
participation,lightgbm,kendall,0.3524422770994603
beta_star,linear_model,r2_score,0.3149189067033402
beta_star,linear_model,spearmans,0.5047378396888119
beta_star,linear_model,kendall,0.358134500080185
beta_star,ridge,r2_score,0.3094574679618167
beta_star,ridge,spearmans,0.5021532211458379
beta_star,ridge,kendall,0.35591013965350093
beta_star,random_forest,r2_score,0.2904614763442307
beta_star,random_forest,spearmans,0.4324829589242825
beta_star,random_forest,kendall,0.3035102833464831
beta_star,xgboost,r2_score,0.29277723446853554
beta_star,xgboost,spearmans,0.4406590931989265
beta_star,xgboost,kendall,0.3090188834877217
beta_star,lightgbm,r2_score,0.3108623144076592
beta_star,lightgbm,spearmans,0.45462700293709474
beta_star,lightgbm,kendall,0.3194304504932529
l1,linear_model,r2_score,0.6012957670575834
l1,linear_model,spearmans,0.7503870380797103
l1,linear_model,kendall,0.5569242476405265
l1,ridge,r2_score,0.5981381025497503
l1,ridge,spearmans,0.7500620939195489
l1,ridge,kendall,0.5563475148216585
l1,random_forest,r2_score,0.5889950973254128
l1,random_forest,spearmans,0.7107908121187231
l1,random_forest,kendall,0.5217377650213825
l1,xgboost,r2_score,0.604366498469312
l1,xgboost,spearmans,0.726871909337625
l1,xgboost,kendall,0.5374923855521911
l1,lightgbm,r2_score,0.6087194711579159
l1,lightgbm,spearmans,0.737705708718112
l1,lightgbm,kendall,0.5456270433258295
l2,linear_model,r2_score,0.36478007108086774
l2,linear_model,spearmans,0.5639284234591436
l2,linear_model,kendall,0.40357240926815213
l2,ridge,r2_score,0.3595459926434843
l2,ridge,spearmans,0.5650820603115457
l2,ridge,kendall,0.40383116995131685
l2,random_forest,r2_score,0.34835272380352733
l2,random_forest,spearmans,0.4918767227477085
l2,random_forest,kendall,0.34644365246079484
l2,xgboost,r2_score,0.3612789591400072
l2,xgboost,spearmans,0.49724639050050207
l2,xgboost,kendall,0.35035804143445426
l2,lightgbm,r2_score,0.3716370698186817
l2,lightgbm,spearmans,0.515386415421658
l2,lightgbm,kendall,0.3634418284723977
kl,linear_model,r2_score,0.6912041096691919
kl,linear_model,spearmans,0.8335629059059039
kl,linear_model,kendall,0.6425429114107889
kl,ridge,r2_score,0.6861359234976794
kl,ridge,spearmans,0.8277844390115257
kl,ridge,kendall,0.6374152962359705
kl,random_forest,r2_score,0.6406638584177189
kl,random_forest,spearmans,0.7882135102201585
kl,random_forest,kendall,0.6001588348812271
kl,xgboost,r2_score,0.6804919792106832
kl,xgboost,spearmans,0.8147662192188166
kl,xgboost,kendall,0.6268119411415246
kl,lightgbm,r2_score,0.6935755829693521
kl,lightgbm,spearmans,0.8239955715362043
kl,lightgbm,kendall,0.6347543427267978
hd,linear_model,r2_score,0.7161518452081825
hd,linear_model,spearmans,0.8258862064954992
hd,linear_model,kendall,0.6347432276327746
hd,ridge,r2_score,0.7126665921405244
hd,ridge,spearmans,0.8240927933290298
hd,ridge,kendall,0.632855884667622
hd,random_forest,r2_score,0.6847890655919481
hd,random_forest,spearmans,0.7692164857242858
hd,random_forest,kendall,0.5783492419925129
hd,xgboost,r2_score,0.6997438901624815
hd,xgboost,spearmans,0.7871323692513921
hd,xgboost,kendall,0.5956388369498857
hd,lightgbm,r2_score,0.7081491835899062
hd,lightgbm,spearmans,0.7997651213414244
hd,lightgbm,kendall,0.6066278196027746
l12,linear_model,r2_score,0.5137179518770205
l12,linear_model,spearmans,0.729394598821622
l12,linear_model,kendall,0.5356821162609758
l12,ridge,r2_score,0.4484518559358178
l12,ridge,spearmans,0.715758356417595
l12,ridge,kendall,0.5215405135045015
l12,random_forest,r2_score,0.5811036123750994
l12,random_forest,spearmans,0.7422616149179571
l12,random_forest,kendall,0.5545159497610315
l12,xgboost,r2_score,0.5861953712600452
l12,xgboost,spearmans,0.7536228237358692
l12,xgboost,kendall,0.5632366344337001
l12,lightgbm,r2_score,0.6121709565551389
l12,lightgbm,spearmans,0.7684630067181117
l12,lightgbm,kendall,0.5793179948871846
l22,linear_model,r2_score,0.43113571956147767
l22,linear_model,spearmans,0.6361872777985863
l22,linear_model,kendall,0.45375213960208954
l22,ridge,r2_score,0.3881207732568829
l22,ridge,spearmans,0.6155921279546808
l22,ridge,kendall,0.4384016894520396
l22,random_forest,r2_score,0.5628662768734912
l22,random_forest,spearmans,0.733537776170864
l22,random_forest,kendall,0.5420940313437813
l22,xgboost,r2_score,0.5828529378937308
l22,xgboost,spearmans,0.7469834565804896
l22,xgboost,kendall,0.5530927708434576
l22,lightgbm,r2_score,0.5813535918629402
l22,lightgbm,spearmans,0.7492757588084176
l22,lightgbm,kendall,0.5551463821273758
kl2,linear_model,r2_score,0.7037920527828483
kl2,linear_model,spearmans,0.8380513611168178
kl2,linear_model,kendall,0.6469645437368012
kl2,ridge,r2_score,0.664487831898408
kl2,ridge,spearmans,0.8133038468115384
kl2,ridge,kendall,0.6215569634322552
kl2,random_forest,r2_score,0.715316767616732
kl2,random_forest,spearmans,0.8364110556012283
kl2,random_forest,kendall,0.6526197621429366
kl2,xgboost,r2_score,0.7113290160904862
kl2,xgboost,spearmans,0.838831385518913
kl2,xgboost,kendall,0.6527756644187729
kl2,lightgbm,r2_score,0.7242041693607747
kl2,lightgbm,spearmans,0.8399785719976189
kl2,lightgbm,kendall,0.6534733800155608
hd2,linear_model,r2_score,0.7437593494147579
hd2,linear_model,spearmans,0.8844953684994853
hd2,linear_model,kendall,0.7025790819161942
hd2,ridge,r2_score,0.6625093687940034
hd2,ridge,spearmans,0.851521626613514
hd2,ridge,kendall,0.6633877959319773
hd2,random_forest,r2_score,0.7551244168656717
hd2,random_forest,spearmans,0.8765495533943948
hd2,random_forest,kendall,0.7011239301989551
hd2,xgboost,r2_score,0.7598187407427373
hd2,xgboost,spearmans,0.8820271797807977
hd2,xgboost,kendall,0.7061153717905969
hd2,lightgbm,r2_score,0.7579152541821562
hd2,lightgbm,spearmans,0.8848472334274703
hd2,lightgbm,kendall,0.7104479270868067
