target,model_name,measure,value
cada,linear_model,r2_score,0.1456521888550507
cada,linear_model,spearmans,0.30351962199389
cada,linear_model,kendall,0.21636630868632162
cada,ridge,r2_score,0.13925166510657327
cada,ridge,spearmans,0.30623395796580005
cada,ridge,kendall,0.21864964943520754
cada,random_forest,r2_score,0.14897178688818136
cada,random_forest,spearmans,0.27157378532482523
cada,random_forest,kendall,0.19229552613288867
cada,xgboost,r2_score,0.13995651882898763
cada,xgboost,spearmans,0.3148089596829792
cada,xgboost,kendall,0.22603297550625734
cada,lightgbm,r2_score,0.19534537682955622
cada,lightgbm,spearmans,0.3083167379467905
cada,lightgbm,kendall,0.2200704779889312
edge_contr,linear_model,r2_score,0.15171602238866155
edge_contr,linear_model,spearmans,0.3166663468229734
edge_contr,linear_model,kendall,0.22679583638352505
edge_contr,ridge,r2_score,0.14908087101928658
edge_contr,ridge,spearmans,0.3159554891283735
edge_contr,ridge,kendall,0.22641021274840697
edge_contr,random_forest,r2_score,0.1662035643931078
edge_contr,random_forest,spearmans,0.3347577098128347
edge_contr,random_forest,kendall,0.2421168880418941
edge_contr,xgboost,r2_score,0.18565355028514507
edge_contr,xgboost,spearmans,0.3695769497320778
edge_contr,xgboost,kendall,0.2676904570583599
edge_contr,lightgbm,r2_score,0.18383935476446778
edge_contr,lightgbm,spearmans,0.36501305312887666
edge_contr,lightgbm,kendall,0.26427761133527644
in_mod_deg,linear_model,r2_score,0.8966464721307889
in_mod_deg,linear_model,spearmans,0.7787397553938311
in_mod_deg,linear_model,kendall,0.6024542410117436
in_mod_deg,ridge,r2_score,0.8321323921896946
in_mod_deg,ridge,spearmans,0.7897195457996359
in_mod_deg,ridge,kendall,0.6140603988649238
in_mod_deg,random_forest,r2_score,0.883706071783414
in_mod_deg,random_forest,spearmans,0.8434064800384258
in_mod_deg,random_forest,kendall,0.6814385582583457
in_mod_deg,xgboost,r2_score,0.8674298480701237
in_mod_deg,xgboost,spearmans,0.8486877119460595
in_mod_deg,xgboost,kendall,0.6863675126883734
in_mod_deg,lightgbm,r2_score,0.8823103123823446
in_mod_deg,lightgbm,spearmans,0.8331092799881309
in_mod_deg,lightgbm,kendall,0.6687223544622883
participation,linear_model,r2_score,0.21468988661190458
participation,linear_model,spearmans,0.41569655862185767
participation,linear_model,kendall,0.29222458697682646
participation,ridge,r2_score,0.21374757373726616
participation,ridge,spearmans,0.4154723115750053
participation,ridge,kendall,0.29188142558974584
participation,random_forest,r2_score,0.2107662418324665
participation,random_forest,spearmans,0.4148494390472808
participation,random_forest,kendall,0.2926856109275016
participation,xgboost,r2_score,0.2234673061828335
participation,xgboost,spearmans,0.4314897666066133
participation,xgboost,kendall,0.30465319430785875
participation,lightgbm,r2_score,0.25393532370055816
participation,lightgbm,spearmans,0.4507119725426961
participation,lightgbm,kendall,0.31944313276875014
beta_star,linear_model,r2_score,0.22920626875934158
beta_star,linear_model,spearmans,0.4501358911557192
beta_star,linear_model,kendall,0.31575914525344645
beta_star,ridge,r2_score,0.22336039980290467
beta_star,ridge,spearmans,0.4452853713081245
beta_star,ridge,kendall,0.31216017071975477
beta_star,random_forest,r2_score,0.17034960337080463
beta_star,random_forest,spearmans,0.36655001539175086
beta_star,random_forest,kendall,0.2518489624447733
beta_star,xgboost,r2_score,0.1767406013215832
beta_star,xgboost,spearmans,0.37583362991019725
beta_star,xgboost,kendall,0.2598844311333214
beta_star,lightgbm,r2_score,0.2024485436056398
beta_star,lightgbm,spearmans,0.4108802087571908
beta_star,lightgbm,kendall,0.2841025955322523
l1,linear_model,r2_score,0.6622878216110845
l1,linear_model,spearmans,0.7784294801134443
l1,linear_model,kendall,0.5861602777648907
l1,ridge,r2_score,0.6572975226338623
l1,ridge,spearmans,0.7762781188685395
l1,ridge,kendall,0.5837561219021713
