target,model_name,measure,value
cada,linear_model,r2_score,0.06933010456088062
cada,linear_model,spearmans,0.25409094228840307
cada,linear_model,kendall,0.1782839965075994
cada,ridge,r2_score,0.06563078492477858
cada,ridge,spearmans,0.2526647394604494
cada,ridge,kendall,0.1770790338493466
cada,random_forest,r2_score,0.034416558869289404
cada,random_forest,spearmans,0.18880102391097375
cada,random_forest,kendall,0.13120153937287113
cada,xgboost,r2_score,-0.015120171849413833
cada,xgboost,spearmans,0.18344606718813336
cada,xgboost,kendall,0.1278712918517021
cada,lightgbm,r2_score,0.04784785252786905
cada,lightgbm,spearmans,0.2003577847028752
cada,lightgbm,kendall,0.13976733272018174
edge_contr,linear_model,r2_score,0.07154619782565863
edge_contr,linear_model,spearmans,0.24310261278360026
edge_contr,linear_model,kendall,0.1707992236784242
edge_contr,ridge,r2_score,0.0701632822319429
edge_contr,ridge,spearmans,0.23977815097613678
edge_contr,ridge,kendall,0.16838908298159286
edge_contr,random_forest,r2_score,0.06599836472952203
edge_contr,random_forest,spearmans,0.23248369186905826
edge_contr,random_forest,kendall,0.16274767817787086
edge_contr,xgboost,r2_score,0.014870647213652721
edge_contr,xgboost,spearmans,0.21164221281763612
edge_contr,xgboost,kendall,0.14880225127842725
edge_contr,lightgbm,r2_score,0.061797031817150905
edge_contr,lightgbm,spearmans,0.22707956111865224
edge_contr,lightgbm,kendall,0.15908085762855304
in_mod_deg,linear_model,r2_score,0.9029717616334436
in_mod_deg,linear_model,spearmans,0.7671700597336334
in_mod_deg,linear_model,kendall,0.5901735584004324
in_mod_deg,ridge,r2_score,0.8667643563644573
in_mod_deg,ridge,spearmans,0.7703935435179037
in_mod_deg,ridge,kendall,0.5913699841373516
in_mod_deg,random_forest,r2_score,0.8998882807274675
in_mod_deg,random_forest,spearmans,0.7996731390828002
in_mod_deg,random_forest,kendall,0.6241542856387259
in_mod_deg,xgboost,r2_score,0.8658573330420871
in_mod_deg,xgboost,spearmans,0.7900160339078646
in_mod_deg,xgboost,kendall,0.613377061505341
in_mod_deg,lightgbm,r2_score,0.879674053177967
in_mod_deg,lightgbm,spearmans,0.7981258126909473
in_mod_deg,lightgbm,kendall,0.6215177094652996
participation,linear_model,r2_score,0.18788243329836307
participation,linear_model,spearmans,0.4446828715264079
participation,linear_model,kendall,0.3094953487138265
participation,ridge,r2_score,0.18778391855653964
participation,ridge,spearmans,0.44359969547465833
participation,ridge,kendall,0.3086604692287774
participation,random_forest,r2_score,0.1769609832057525
participation,random_forest,spearmans,0.4374651998784314
participation,random_forest,kendall,0.3053236678161898
participation,xgboost,r2_score,0.14133377747170772
participation,xgboost,spearmans,0.4187663240231389
participation,xgboost,kendall,0.29053534426946653
participation,lightgbm,r2_score,0.1782899669863437
participation,lightgbm,spearmans,0.44718021881122183
participation,lightgbm,kendall,0.31076396710705184
beta_star,linear_model,r2_score,0.10824481405979947
beta_star,linear_model,spearmans,0.3185893092669818
beta_star,linear_model,kendall,0.21701703180579773
beta_star,ridge,r2_score,0.10479894402477996
beta_star,ridge,spearmans,0.3128818439616642
beta_star,ridge,kendall,0.2130192769813506
beta_star,random_forest,r2_score,0.0762278727966813
beta_star,random_forest,spearmans,0.2603689742855671
beta_star,random_forest,kendall,0.1756999217353333
beta_star,xgboost,r2_score,0.024987853999625775
beta_star,xgboost,spearmans,0.23028954296914042
beta_star,xgboost,kendall,0.15542839567506458
beta_star,lightgbm,r2_score,0.06690406530890536
beta_star,lightgbm,spearmans,0.24139673848250834
beta_star,lightgbm,kendall,0.16321055623999847
l1,linear_model,r2_score,0.6389067126653915
l1,linear_model,spearmans,0.752386072103888
l1,linear_model,kendall,0.5588352682444288
l1,ridge,r2_score,0.6303128530632065
l1,ridge,spearmans,0.7478824801276318
l1,ridge,kendall,0.5537553760851897
l1,random_forest,r2_score,0.6395774520435358
l1,random_forest,spearmans,0.7450550394449619
l1,random_forest,kendall,0.5513116922946271
l1,xgboost,r2_score,0.6120956712540468
l1,xgboost,spearmans,0.7262021815597106
l1,xgboost,kendall,0.5337261505186914
l1,lightgbm,r2_score,0.6481088463543048
l1,lightgbm,spearmans,0.7550009996241366
l1,lightgbm,kendall,0.5603483424691894
l2,linear_model,r2_score,0.2542397220095448
l2,linear_model,spearmans,0.4868180499926606
l2,linear_model,kendall,0.3354851847004066
l2,ridge,r2_score,0.25250453356961144
l2,ridge,spearmans,0.48684643332947874
l2,ridge,kendall,0.3351308405837881
l2,random_forest,r2_score,0.2255504343266953
l2,random_forest,spearmans,0.4496955165459495
l2,random_forest,kendall,0.30781433259237345
l2,xgboost,r2_score,0.18385556252116664
l2,xgboost,spearmans,0.427284660461061
l2,xgboost,kendall,0.2915709670959405
l2,lightgbm,r2_score,0.23306666884131022
l2,lightgbm,spearmans,0.4631321101956646
l2,lightgbm,kendall,0.3172900366795631
kl,linear_model,r2_score,0.46558603531854026
kl,linear_model,spearmans,0.6691744259943251
kl,linear_model,kendall,0.4843821117830203
kl,ridge,r2_score,0.46053911076557685
kl,ridge,spearmans,0.6645499243472857
kl,ridge,kendall,0.48011711513244115
kl,random_forest,r2_score,0.4507357088518634
kl,random_forest,spearmans,0.657005699695216
kl,random_forest,kendall,0.4753123805548523
kl,xgboost,r2_score,0.42603389721974316
kl,xgboost,spearmans,0.6332217398278082
kl,xgboost,kendall,0.4545987149705215
kl,lightgbm,r2_score,0.4787489952106294
kl,lightgbm,spearmans,0.6807367384453797
kl,lightgbm,kendall,0.49482297296744676
hd,linear_model,r2_score,0.6832864426616924
hd,linear_model,spearmans,0.7426424113973372
hd,linear_model,kendall,0.5530599839403143
hd,ridge,r2_score,0.6715502379513936
hd,ridge,spearmans,0.7351962703121899
hd,ridge,kendall,0.5453956164578444
hd,random_forest,r2_score,0.6772547706962514
hd,random_forest,spearmans,0.7237843409896743
hd,random_forest,kendall,0.5355714080779999
hd,xgboost,r2_score,0.6562085798415821
hd,xgboost,spearmans,0.7113823989648028
hd,xgboost,kendall,0.5239077474904945
hd,lightgbm,r2_score,0.6898824462942683
hd,lightgbm,spearmans,0.7462347560358722
hd,lightgbm,kendall,0.5558569289970009
l12,linear_model,r2_score,0.49497187493254524
l12,linear_model,spearmans,0.7138217201388181
l12,linear_model,kendall,0.5219500993553756
l12,ridge,r2_score,0.47009372336123745
l12,ridge,spearmans,0.701181278064849
l12,ridge,kendall,0.510012784264275
l12,random_forest,r2_score,0.5076070560516388
l12,random_forest,spearmans,0.7071251445043771
l12,random_forest,kendall,0.5179696605467863
l12,xgboost,r2_score,0.4951202132078103
