target,model_name,measure,value
cada,linear_model,r2_score,0.07610303819699671
cada,linear_model,spearmans,0.3215062606724455
cada,linear_model,kendall,0.22352162621373306
cada,ridge,r2_score,0.0760679072656999
cada,ridge,spearmans,0.31959845430025824
cada,ridge,kendall,0.2222854496821618
cada,random_forest,r2_score,0.05282976266945072
cada,random_forest,spearmans,0.2820194461130536
cada,random_forest,kendall,0.19593604820735358
cada,xgboost,r2_score,-0.012780418094529233
cada,xgboost,spearmans,0.20875953338349887
cada,xgboost,kendall,0.14366232454833322
cada,lightgbm,r2_score,0.05947994784567001
cada,lightgbm,spearmans,0.2831803423023466
cada,lightgbm,kendall,0.1961180280982466
edge_contr,linear_model,r2_score,0.10403331428628493
edge_contr,linear_model,spearmans,0.31545929513379395
edge_contr,linear_model,kendall,0.2187945220533603
edge_contr,ridge,r2_score,0.10384417301633886
edge_contr,ridge,spearmans,0.314555264265425
edge_contr,ridge,kendall,0.21797447739829628
edge_contr,random_forest,r2_score,0.09301069339126078
edge_contr,random_forest,spearmans,0.3019102765671177
edge_contr,random_forest,kendall,0.2088186122847891
edge_contr,xgboost,r2_score,0.014057843143220894
edge_contr,xgboost,spearmans,0.2215853270933365
edge_contr,xgboost,kendall,0.15276375273192844
edge_contr,lightgbm,r2_score,0.09427748073606312
edge_contr,lightgbm,spearmans,0.3016128120515621
edge_contr,lightgbm,kendall,0.20840514824773665
in_mod_deg,linear_model,r2_score,0.8779156308824222
in_mod_deg,linear_model,spearmans,0.7388317528612505
in_mod_deg,linear_model,kendall,0.5574246264922793
in_mod_deg,ridge,r2_score,0.8811855401084674
in_mod_deg,ridge,spearmans,0.7299752842489422
in_mod_deg,ridge,kendall,0.5492918598737973
in_mod_deg,random_forest,r2_score,0.8790308198055714
in_mod_deg,random_forest,spearmans,0.7514631040681669
in_mod_deg,random_forest,kendall,0.5690981986214237
in_mod_deg,xgboost,r2_score,0.8545095997033071
in_mod_deg,xgboost,spearmans,0.7315386252195318
in_mod_deg,xgboost,kendall,0.5500122291024212
in_mod_deg,lightgbm,r2_score,0.8360772014847137
in_mod_deg,lightgbm,spearmans,0.7509752127210103
in_mod_deg,lightgbm,kendall,0.5689554527826404
participation,linear_model,r2_score,0.2248001376688069
participation,linear_model,spearmans,0.5141478406828158
participation,linear_model,kendall,0.36021918196845865
participation,ridge,r2_score,0.22158426695940647
participation,ridge,spearmans,0.5111169595552869
participation,ridge,kendall,0.35761591205904736
participation,random_forest,r2_score,0.209778393523395
participation,random_forest,spearmans,0.5047691882898243
participation,random_forest,kendall,0.3553492757694004
participation,xgboost,r2_score,0.15946256976267348
participation,xgboost,spearmans,0.4580381739819781
participation,xgboost,kendall,0.3192378743999013
participation,lightgbm,r2_score,0.21439483971351114
participation,lightgbm,spearmans,0.5034157096328827
participation,lightgbm,kendall,0.35264447427225853
beta_star,linear_model,r2_score,0.12952305976788547
beta_star,linear_model,spearmans,0.35056147337466087
beta_star,linear_model,kendall,0.23764328491966216
beta_star,ridge,r2_score,0.1295336763401741
beta_star,ridge,spearmans,0.3499223318913634
beta_star,ridge,kendall,0.23729301587730858
beta_star,random_forest,r2_score,0.12021743864038437
beta_star,random_forest,spearmans,0.33555615981309606
beta_star,random_forest,kendall,0.22745874459657203
beta_star,xgboost,r2_score,0.05394785649379197
beta_star,xgboost,spearmans,0.27910534441433704
beta_star,xgboost,kendall,0.1883349167130248
beta_star,lightgbm,r2_score,0.11475307058208872
beta_star,lightgbm,spearmans,0.33371506950435503
beta_star,lightgbm,kendall,0.22573057240032876
l1,linear_model,r2_score,0.5041015171509466
l1,linear_model,spearmans,0.6819483606929462
l1,linear_model,kendall,0.4937489541473802
l1,ridge,r2_score,0.494596477591703
l1,ridge,spearmans,0.6768247016687152
l1,ridge,kendall,0.48880080297884926
l1,random_forest,r2_score,0.5125941312228901
l1,random_forest,spearmans,0.6834288267471391
l1,random_forest,kendall,0.4959506523980675
l1,xgboost,r2_score,0.45874140697974874
l1,xgboost,spearmans,0.6499631502323479
l1,xgboost,kendall,0.4678109017775236
l1,lightgbm,r2_score,0.5149523480162228
l1,lightgbm,spearmans,0.6896663621486535
l1,lightgbm,kendall,0.5004483248091866
l2,linear_model,r2_score,0.293366271060575
l2,linear_model,spearmans,0.540149449724826
l2,linear_model,kendall,0.3762848539690272
l2,ridge,r2_score,0.29033137248938035
l2,ridge,spearmans,0.5386018965788715
l2,ridge,kendall,0.3747669551328817
l2,random_forest,r2_score,0.2937227173465441
l2,random_forest,spearmans,0.5365515340160611
l2,random_forest,kendall,0.3741364980298781
l2,xgboost,r2_score,0.2405127935448167
