target,model_name,measure,value
l2,xgboost,spearmans,0.4972521039324335
l2,xgboost,kendall,0.34372027738560457
l2,lightgbm,r2_score,0.29004858075402395
l2,lightgbm,spearmans,0.53869261059394
l2,lightgbm,kendall,0.37475094916975893
kl,linear_model,r2_score,0.4464045935010176
kl,linear_model,spearmans,0.672674876900592
kl,linear_model,kendall,0.48756868817531396
kl,ridge,r2_score,0.4413991427322095
kl,ridge,spearmans,0.669970136684045
kl,ridge,kendall,0.48460581643754014
kl,random_forest,r2_score,0.44151123085838206
kl,random_forest,spearmans,0.6706189185670698
kl,random_forest,kendall,0.48646161275108574
kl,xgboost,r2_score,0.40276915522717727
kl,xgboost,spearmans,0.6424038466566248
kl,xgboost,kendall,0.46185030347070355
kl,lightgbm,r2_score,0.44570321744760555
kl,lightgbm,spearmans,0.6740616757922281
kl,lightgbm,kendall,0.4889238552006343
hd,linear_model,r2_score,0.6445518144973518
hd,linear_model,spearmans,0.7300633384324982
hd,linear_model,kendall,0.5402174606393324
hd,ridge,r2_score,0.6304466417143313
hd,ridge,spearmans,0.7230757670767364
hd,ridge,kendall,0.5332313256429879
hd,random_forest,r2_score,0.6544483662149079
hd,random_forest,spearmans,0.7281645405689152
hd,random_forest,kendall,0.539047695401925
hd,xgboost,r2_score,0.6231962717980117
hd,xgboost,spearmans,0.7065703224124876
hd,xgboost,kendall,0.5196098027956881
hd,lightgbm,r2_score,0.6566627189987377
hd,lightgbm,spearmans,0.7349934145655993
hd,lightgbm,kendall,0.5450872586801241
l12,linear_model,r2_score,0.4058042895207592
l12,linear_model,spearmans,0.6139275172394858
l12,linear_model,kendall,0.43587116502638956
l12,ridge,r2_score,0.3918434214985409
l12,ridge,spearmans,0.6021528945952445
l12,ridge,kendall,0.42652449183606517
l12,random_forest,r2_score,0.4036120306596349
l12,random_forest,spearmans,0.617013444249719
l12,random_forest,kendall,0.43935232618703457
l12,xgboost,r2_score,0.38896843653945445
l12,xgboost,spearmans,0.5994503451832496
l12,xgboost,kendall,0.42595585772055244
l12,lightgbm,r2_score,0.40600913382856985
l12,lightgbm,spearmans,0.6131077413704397
l12,lightgbm,kendall,0.4370182142977132
l22,linear_model,r2_score,0.3037774927823653
l22,linear_model,spearmans,0.5424632793848088
l22,linear_model,kendall,0.3786742247415805
l22,ridge,r2_score,0.30161752868879865
l22,ridge,spearmans,0.5395862812873645
l22,ridge,kendall,0.37636901189285316
l22,random_forest,r2_score,0.31608358289779037
l22,random_forest,spearmans,0.5502255060250562
l22,random_forest,kendall,0.3862296320995887
l22,xgboost,r2_score,0.30642582145388764
l22,xgboost,spearmans,0.5428565296507255
l22,xgboost,kendall,0.38146626653328886
l22,lightgbm,r2_score,0.32754968459733
l22,lightgbm,spearmans,0.5566785009642778
l22,lightgbm,kendall,0.3906733355562966
kl2,linear_model,r2_score,0.3769455491726519
kl2,linear_model,spearmans,0.6261939966882217
kl2,linear_model,kendall,0.44465488496165384
kl2,ridge,r2_score,0.3721242621462819
kl2,ridge,spearmans,0.6190947732327525
kl2,ridge,kendall,0.4393780148938535
kl2,random_forest,r2_score,0.3949500125230194
kl2,random_forest,spearmans,0.6317006733000747
kl2,random_forest,kendall,0.4512846504390352
kl2,xgboost,r2_score,0.3918035074860703
kl2,xgboost,spearmans,0.6265603118400345
kl2,xgboost,kendall,0.4479666555518506
kl2,lightgbm,r2_score,0.38823967679259297
kl2,lightgbm,spearmans,0.618027010003001
kl2,lightgbm,kendall,0.44095943092141826
hd2,linear_model,r2_score,0.5015034030365733
hd2,linear_model,spearmans,0.6793346892594098
hd2,linear_model,kendall,0.49147982660886963
hd2,ridge,r2_score,0.4813157579394862
hd2,ridge,spearmans,0.6684710253856694
hd2,ridge,kendall,0.48191441591641654
hd2,random_forest,r2_score,0.5183420798616591
hd2,random_forest,spearmans,0.6875950875105652
hd2,random_forest,kendall,0.5000986995665222
hd2,xgboost,r2_score,0.5186338245192763
hd2,xgboost,spearmans,0.6869052674339186
hd2,xgboost,kendall,0.4999306435478493
hd2,lightgbm,r2_score,0.5173415062700706
hd2,lightgbm,spearmans,0.6838496177610686
hd2,lightgbm,kendall,0.4977761476047571
