target,model_name,measure,value
hd,xgboost,r2_score,0.7031788550444011
hd,xgboost,spearmans,0.8031499605374082
hd,xgboost,kendall,0.6408352913411551
hd,lightgbm,r2_score,0.6591985618789046
hd,lightgbm,spearmans,0.7818905645466397
hd,lightgbm,kendall,0.6092389337504812
l12,linear_model,r2_score,0.633515514206858
l12,linear_model,spearmans,0.8032995680111708
l12,linear_model,kendall,0.6096962057931068
l12,ridge,r2_score,0.5923393016922691
l12,ridge,spearmans,0.7781124367201946
l12,ridge,kendall,0.5838673494258717
l12,random_forest,r2_score,0.6931302024050119
l12,random_forest,spearmans,0.8359968080602599
l12,random_forest,kendall,0.6532138456742375
l12,xgboost,r2_score,0.7380057914473483
l12,xgboost,spearmans,0.8625050713261984
l12,xgboost,kendall,0.6869596229149064
l12,lightgbm,r2_score,0.7207090174628603
l12,lightgbm,spearmans,0.8459017658776574
l12,lightgbm,kendall,0.6613687249387883
l22,linear_model,r2_score,0.5326210853955666
l22,linear_model,spearmans,0.7385780520007464
l22,linear_model,kendall,0.5471570109098861
l22,ridge,r2_score,0.4977022900457383
l22,ridge,spearmans,0.7121710215008936
l22,ridge,kendall,0.5228489289592885
l22,random_forest,r2_score,0.6099557701605638
l22,random_forest,spearmans,0.78743393939388
l22,random_forest,kendall,0.604819681128245
l22,xgboost,r2_score,0.6325536576461939
l22,xgboost,spearmans,0.8044722653331392
l22,xgboost,kendall,0.6243055553458501
l22,lightgbm,r2_score,0.6332870859296906
l22,lightgbm,spearmans,0.8001136637433061
l22,lightgbm,kendall,0.6106940531237127
kl2,linear_model,r2_score,0.5335835967256825
kl2,linear_model,spearmans,0.7860027626895209
kl2,linear_model,kendall,0.5913497121790126
kl2,ridge,r2_score,0.5063673255475913
kl2,ridge,spearmans,0.7604814404030371
kl2,ridge,kendall,0.5660237736700362
kl2,random_forest,r2_score,0.6991539815222512
kl2,random_forest,spearmans,0.8079231512486565
kl2,random_forest,kendall,0.6260874826202742
kl2,xgboost,r2_score,0.7481625958804927
kl2,xgboost,spearmans,0.854911918063186
kl2,xgboost,kendall,0.6848813716222879
kl2,lightgbm,r2_score,0.7221730474118653
kl2,lightgbm,spearmans,0.8275598120614832
kl2,lightgbm,kendall,0.644424269653318
hd2,linear_model,r2_score,0.7269102634401703
hd2,linear_model,spearmans,0.8705178059391874
hd2,linear_model,kendall,0.6828492445477836
hd2,ridge,r2_score,0.6841249813150471
hd2,ridge,spearmans,0.8475517639058407
hd2,ridge,kendall,0.6532382494800135
hd2,random_forest,r2_score,0.8001334803319926
hd2,random_forest,spearmans,0.8921088567878223
hd2,random_forest,kendall,0.720824352000395
hd2,xgboost,r2_score,0.8159454535773053
hd2,xgboost,spearmans,0.9024207471028466
hd2,xgboost,kendall,0.7387317813129705
hd2,lightgbm,r2_score,0.8098364974479508
hd2,lightgbm,spearmans,0.8972258608785082
hd2,lightgbm,kendall,0.7240166541251783
