emb_node2vec_0,emb_node2vec_1,emb_node2vec_2,emb_node2vec_3,emb_node2vec_4,emb_node2vec_5,emb_node2vec_6,emb_node2vec_7,emb_node2vec_8,emb_node2vec_9,emb_node2vec_10,emb_node2vec_11,emb_node2vec_12,emb_node2vec_13,emb_node2vec_14,emb_node2vec_15
-0.055344544,-0.2344814,0.19042066,0.5217891,0.24465717,0.12764765,0.42207047,-0.14001021,-0.12099216,0.14082153,-0.20159979,0.013817344,-0.09610266,-0.26961884,0.07497026,-0.19084041
-0.16015877,0.025905894,0.52493995,0.80883616,0.086269125,-0.073131844,0.6453168,-0.30763698,0.6335365,-0.33420283,0.24980365,0.13185939,0.52067196,-0.757819,-0.44070253,0.11899492
-0.10117492,-0.9121295,0.45914423,0.6244317,0.18793593,-0.028593026,0.0697418,-0.75301915,-0.24858285,0.266238,-0.35153463,-0.19772755,-0.007262279,-0.13407333,0.15869974,0.16158262
0.97883946,-0.19005513,-0.4832459,0.9209542,-0.19249499,0.42517096,1.144871,-0.40074134,-0.3598153,0.27973163,0.15555382,-0.00893517,-0.08891725,-0.43239987,0.04851026,-0.23829001
0.5135259,-0.6126288,0.43352246,1.0730809,0.6516508,0.40546915,0.36701006,0.17537566,0.43272287,-0.49873644,0.0030825878,-0.009328088,-0.84473383,0.009743699,-0.2898975,-0.6899155
-0.26883405,0.014649971,0.63427025,0.60696304,0.07023761,0.07569518,0.8625168,-0.08995369,0.41410404,-0.36633888,0.21149239,-0.020853093,0.6453999,-0.8005196,-0.39490336,-0.020234048
-0.3124144,-0.11727586,-0.1026733,1.0357062,0.9819708,-0.25159028,0.27493,-0.06268518,-0.10274722,0.5268382,0.8785947,-0.46446767,-0.22585385,-0.3428,0.5395224,-0.058117427
-0.22432518,0.035424575,0.6628178,0.5102627,0.2820946,-0.007409803,0.702183,-0.30057266,0.7798686,-0.3148412,-0.05081932,0.026179444,0.5415943,-0.73557884,-0.47677955,0.17879333
-0.30477595,-0.0021058845,0.5633711,0.59304476,0.17293519,-0.03414833,0.7666742,-0.40455028,0.64713216,-0.28313398,0.21691471,-0.01730274,0.7138992,-0.7620185,-0.29711717,0.084402256
0.13987488,0.5055431,0.1917547,0.7823752,0.7705616,-0.38033625,0.11301099,-0.87583965,0.36409488,0.8454332,-0.8762099,0.4100762,-0.44562095,-0.37455258,-0.13394174,-0.6681605
-0.8959668,-0.4997949,0.20773822,0.11186776,0.47102392,0.6282859,1.3839887,-0.28029415,0.21866098,0.42770824,-0.18563949,0.15604472,0.015974304,0.28017852,0.22422634,-0.458138
0.024574887,-0.07053262,0.056839954,0.62956464,0.21915992,0.089997984,0.46508417,-0.28379378,-0.07144667,0.31267795,-0.21236768,0.07951497,-0.029599106,-0.18259208,-0.08781805,-0.094537385
-0.010423036,-0.27613395,0.03810574,0.64734155,0.29338023,0.049437966,0.3562958,0.007362499,0.16684666,0.3213886,-0.38496986,-0.13245974,0.09019096,-0.16475245,0.15089661,-0.06066525
0.11337326,0.46893105,0.118075915,0.6288936,0.89798564,-0.5531307,0.284538,-0.86941,0.2522164,0.85464424,-0.79399145,0.23337358,-0.4196151,-0.3468301,-0.1993835,-0.60260737
-0.26643574,-1.0715516,0.701795,0.59467816,0.06631367,0.030495265,-0.060951147,-0.6497813,-0.21230236,0.4303975,-0.33042666,-0.13275437,0.110791385,-0.2870246,-0.040786296,0.035184026
-0.29937696,-0.388475,-0.09603945,0.4952469,0.59575343,0.42941138,0.3549339,0.3506905,-0.91570055,0.15760607,-0.35506052,0.023092983,-0.01793821,-0.8636782,-0.8429411,-0.18367508
-0.1455919,-0.14723799,0.057653535,0.55303174,0.84906346,0.3152283,0.13136673,-0.42970267,0.006593634,0.29288417,-0.13821228,0.11653773,-0.073789194,-0.13319111,-0.09973353,0.44685277
-0.5189875,-0.14220247,0.26350376,0.6673316,0.6558983,0.30231482,0.37619165,0.4088694,-0.9224966,0.1721222,-0.21495567,0.19432807,0.059032157,-0.60437745,-0.829004,-0.23100993
-0.272902,-0.2770899,-0.023503458,0.985385,1.1313982,-0.48659262,0.23440552,0.32819864,-0.117107,0.26448977,0.6515502,-0.29625905,-0.11173232,-0.47300842,0.5934843,-0.3431849
-0.30762532,0.014513239,0.5954553,1.5364753,0.28107795,0.42133382,0.7581235,0.21745175,-0.15700284,0.5071609,-0.49778572,-0.39244652,0.12261576,0.87452453,-0.29756418,0.474467
0.9031458,0.016774086,-0.42745578,0.96305317,-0.42446443,0.016683169,1.1736388,-0.5796037,-0.4759761,0.29745948,-0.04340344,-0.07219902,-0.14928165,-0.63779926,0.06736993,-0.22753106
0.10693852,-0.23557176,0.25726092,0.53845876,0.6365339,0.46179393,0.39238876,0.27655178,-1.0319498,0.025994504,-0.22124766,0.043554954,-0.14562693,-0.86156696,-0.9830348,-0.11501872
-0.10246228,-0.16176277,-0.3432284,0.6035093,0.48304448,0.27033818,0.66582555,-0.069563724,-0.07186198,-0.051587958,0.05843652,-0.06307348,-0.093303084,-0.2637157,0.20739368,0.034858312
-0.6228273,-0.31019285,0.11141521,0.042003434,0.38855305,0.66300696,1.4315791,-0.23213537,0.19795117,0.48219118,-0.21204375,0.38346824,-0.04779829,-0.013430018,0.39096108,-0.66751266
-0.08311163,-0.19041304,-0.0074893404,0.6151477,0.4062321,0.03633082,0.29719526,-0.15337725,-0.017400187,0.22385335,-0.17503546,-0.05323664,-0.29038572,-0.27104956,-0.07921808,-0.09617427
-0.5539071,-0.26992348,-0.06362432,0.6413312,-0.024985839,-0.3557073,0.9303688,0.2461887,0.014622813,-0.1887012,-0.6379259,0.42976493,-0.7223917,-0.5824007,0.39118302,0.47101295
-0.20614898,-0.8628981,0.5436753,0.59862036,0.06119507,-0.012053766,0.18160062,-0.8537775,-0.6404328,0.04302053,-0.2942565,-0.19372359,0.06478796,-0.3553466,0.20173115,-0.11054845
0.035106715,0.52207214,0.54506356,0.74423933,0.66677296,-0.3905299,0.2731541,-0.7243708,0.30234057,0.85334307,-0.9164591,0.115733795,-0.43065438,-0.19333531,-0.35037142,-0.6747448
0.043365423,-0.7121259,-0.1762916,1.196288,0.43050602,0.62552106,0.1662392,0.3548552,-0.04587803,0.24654976,-0.62788504,1.2290686,0.7713701,-0.3380734,0.5343021,-0.06640451
-0.39264956,-0.106795326,0.20099632,0.63600445,0.75643927,0.29137704,0.20319651,0.4881228,-0.7302233,0.23599806,-0.42497966,0.14242311,0.00946458,-0.75382715,-0.9330543,-0.17321472
0.12480959,0.07131813,0.23061216,0.68347216,0.20433946,-0.12565973,0.21505074,-0.07695685,-0.0015456885,0.36893573,-0.31690884,-0.17084728,0.07358634,-0.56826746,0.26636297,-0.15402743
0.17023031,-1.1361254,-0.538968,-0.05483077,0.5620113,-0.20358267,0.8249409,0.23714975,0.54130274,0.6093891,-0.5522418,-0.3911845,0.06059636,-1.2078558,-0.47130874,-0.38765386
-0.07598886,0.17726219,0.5748725,0.8095917,0.18305258,-0.012736719,0.5926944,-0.27213165,0.64012736,-0.18990785,0.118652545,0.047057133,0.7064324,-0.75941646,-0.5330683,0.15800318
-0.93259114,-0.6300433,0.14450864,0.18586972,0.15538667,0.5017091,1.3272291,-0.120521896,0.13337982,0.27840212,0.1558699,0.022320913,-0.30560538,-0.24239677,0.2918867,-0.91330343
-0.25265753,-0.27722412,0.020040771,0.6586784,0.02643766,-0.31001654,0.84108645,0.35466057,0.07142222,-0.30377045,-0.825933,0.16172315,-0.64800525,-0.5821833,0.4364411,0.39369485
